alpha,alphafinal,epsilon,epsilonfinal,gamma,lambda,agt#,winrate
0.3,0.1,0.3,0.6,1.0,0.0,5,0.7500000000000004
0.3,0.1,0.3,0.6,1.0,0.0,6,0.7000000000000004
0.3,0.1,0.3,0.6,1.0,0.0,7,0.7200000000000004
0.3,0.1,0.3,0.6,1.0,0.0,8,0.6200000000000003
0.3,0.1,0.3,0.6,1.0,0.0,9,0.7900000000000005
0.3,0.1,0.3,0.7,1.0,0.0,0,0.7100000000000004
0.3,0.1,0.3,0.7,1.0,0.0,1,0.5800000000000003
0.3,0.1,0.3,0.7,1.0,0.0,2,0.7700000000000005
0.3,0.1,0.3,0.7,1.0,0.0,3,0.7200000000000004
0.3,0.1,0.3,0.7,1.0,0.0,4,0.7700000000000005
0.3,0.1,0.3,0.7,1.0,0.0,5,0.5600000000000003
0.3,0.1,0.3,0.7,1.0,0.0,6,0.6800000000000004
0.3,0.1,0.3,0.7,1.0,0.0,7,0.6700000000000004
0.3,0.1,0.3,0.7,1.0,0.0,8,0.7200000000000004
0.3,0.1,0.3,0.7,1.0,0.0,9,0.6100000000000003
0.3,0.1,0.3,0.8,1.0,0.0,0,0.7300000000000004
0.3,0.1,0.3,0.8,1.0,0.0,1,0.6900000000000004
0.3,0.1,0.3,0.8,1.0,0.0,2,0.6100000000000003
0.3,0.1,0.3,0.8,1.0,0.0,3,0.6400000000000003
0.3,0.1,0.3,0.8,1.0,0.0,4,0.7200000000000004
0.3,0.1,0.3,0.8,1.0,0.0,5,0.6400000000000003
0.3,0.1,0.3,0.8,1.0,0.0,6,0.6100000000000003
0.3,0.1,0.3,0.8,1.0,0.0,7,0.6400000000000003
0.3,0.1,0.3,0.8,1.0,0.0,8,0.6600000000000004
0.3,0.1,0.3,0.8,1.0,0.0,9,0.6800000000000004
0.3,0.1,0.3,0.9,1.0,0.0,0,0.5100000000000002
0.3,0.1,0.3,0.9,1.0,0.0,1,0.6000000000000003
0.3,0.1,0.3,0.9,1.0,0.0,2,0.4600000000000002
0.3,0.1,0.3,0.9,1.0,0.0,3,0.5600000000000003
0.3,0.1,0.3,0.9,1.0,0.0,4,0.5800000000000003
0.3,0.1,0.3,0.9,1.0,0.0,5,0.5300000000000002
0.3,0.1,0.3,0.9,1.0,0.0,6,0.5000000000000002
0.3,0.1,0.3,0.9,1.0,0.0,7,0.6600000000000004
0.3,0.1,0.3,0.9,1.0,0.0,8,0.4200000000000002
0.3,0.1,0.3,0.9,1.0,0.0,9,0.5800000000000003
0.3,0.1,0.3,1.0,1.0,0.0,0,0.4400000000000001
0.3,0.1,0.3,1.0,1.0,0.0,1,0.4500000000000002
0.3,0.1,0.3,1.0,1.0,0.0,2,0.3600000000000001
0.3,0.1,0.3,1.0,1.0,0.0,3,0.4400000000000001
0.3,0.1,0.3,1.0,1.0,0.0,4,0.3500000000000001
0.3,0.1,0.3,1.0,1.0,0.0,5,0.4800000000000002
0.3,0.1,0.3,1.0,1.0,0.0,6,0.3400000000000001
0.3,0.1,0.3,1.0,1.0,0.0,7,0.4200000000000001
0.3,0.1,0.3,1.0,1.0,0.0,8,0.4800000000000002
0.3,0.1,0.3,1.0,1.0,0.0,9,0.3100000000000001
0.3,0.1,0.4,0.0,1.0,0.0,0,0.7300000000000004
0.3,0.1,0.4,0.0,1.0,0.0,1,0.7800000000000005
0.3,0.1,0.4,0.0,1.0,0.0,2,0.7100000000000004
0.3,0.1,0.4,0.0,1.0,0.0,3,0.6100000000000003
0.3,0.1,0.4,0.0,1.0,0.0,4,0.6500000000000004
0.3,0.1,0.4,0.0,1.0,0.0,5,0.7300000000000004
0.3,0.1,0.4,0.0,1.0,0.0,6,0.7900000000000005
0.3,0.1,0.4,0.0,1.0,0.0,7,0.7000000000000004
0.3,0.1,0.4,0.0,1.0,0.0,8,0.8600000000000005
0.3,0.1,0.4,0.0,1.0,0.0,9,0.7200000000000004
0.3,0.1,0.4,0.1,1.0,0.0,0,0.8300000000000005
0.3,0.1,0.4,0.1,1.0,0.0,1,0.8100000000000005
0.3,0.1,0.4,0.1,1.0,0.0,2,0.8100000000000005
0.3,0.1,0.4,0.1,1.0,0.0,3,0.6800000000000004
0.3,0.1,0.4,0.1,1.0,0.0,4,0.7100000000000004
0.3,0.1,0.4,0.1,1.0,0.0,5,0.6900000000000004
0.3,0.1,0.4,0.1,1.0,0.0,6,0.7000000000000004
0.3,0.1,0.4,0.1,1.0,0.0,7,0.6200000000000003
0.3,0.1,0.4,0.1,1.0,0.0,8,0.8200000000000005
0.3,0.1,0.4,0.1,1.0,0.0,9,0.7100000000000004
0.3,0.1,0.4,0.2,1.0,0.0,0,0.7900000000000005
0.3,0.1,0.4,0.2,1.0,0.0,1,0.7300000000000004
0.3,0.1,0.4,0.2,1.0,0.0,2,0.7100000000000004
0.3,0.1,0.4,0.2,1.0,0.0,3,0.6800000000000004
0.3,0.1,0.4,0.2,1.0,0.0,4,0.7000000000000004
0.3,0.1,0.4,0.2,1.0,0.0,5,0.6900000000000004
0.3,0.1,0.4,0.2,1.0,0.0,6,0.6600000000000004
0.3,0.1,0.4,0.2,1.0,0.0,7,0.6400000000000003
0.3,0.1,0.4,0.2,1.0,0.0,8,0.6700000000000004
0.3,0.1,0.4,0.2,1.0,0.0,9,0.7300000000000004
0.3,0.1,0.4,0.3,1.0,0.0,0,0.7300000000000004
0.3,0.1,0.4,0.3,1.0,0.0,1,0.6900000000000004
0.3,0.1,0.4,0.3,1.0,0.0,2,0.7300000000000004
0.3,0.1,0.4,0.3,1.0,0.0,3,0.7200000000000004
0.3,0.1,0.4,0.3,1.0,0.0,4,0.8200000000000005
0.3,0.1,0.4,0.3,1.0,0.0,5,0.7900000000000005
0.3,0.1,0.4,0.3,1.0,0.0,6,0.7000000000000004
0.3,0.1,0.4,0.3,1.0,0.0,7,0.6700000000000004
0.3,0.1,0.4,0.3,1.0,0.0,8,0.6500000000000004
0.3,0.1,0.4,0.3,1.0,0.0,9,0.7300000000000004
0.3,0.1,0.4,0.4,1.0,0.0,0,0.5300000000000002
0.3,0.1,0.4,0.4,1.0,0.0,1,0.7600000000000005
0.3,0.1,0.4,0.4,1.0,0.0,2,0.6200000000000003
0.3,0.1,0.4,0.4,1.0,0.0,3,0.6000000000000003
0.3,0.1,0.4,0.4,1.0,0.0,4,0.7100000000000004
0.3,0.1,0.4,0.4,1.0,0.0,5,0.7300000000000004
0.3,0.1,0.4,0.4,1.0,0.0,6,0.5800000000000003
0.3,0.1,0.4,0.4,1.0,0.0,7,0.7000000000000004
0.3,0.1,0.4,0.4,1.0,0.0,8,0.7100000000000004
0.3,0.1,0.4,0.4,1.0,0.0,9,0.7400000000000004
0.3,0.1,0.4,0.5,1.0,0.0,0,0.6500000000000004
0.3,0.1,0.4,0.5,1.0,0.0,1,0.7800000000000005
0.3,0.1,0.4,0.5,1.0,0.0,2,0.6800000000000004
0.3,0.1,0.4,0.5,1.0,0.0,3,0.6900000000000004
0.3,0.1,0.4,0.5,1.0,0.0,4,0.7300000000000004
0.3,0.1,0.4,0.5,1.0,0.0,5,0.7600000000000005
0.3,0.1,0.4,0.5,1.0,0.0,6,0.7400000000000004
0.3,0.1,0.4,0.5,1.0,0.0,7,0.7100000000000004
0.3,0.1,0.4,0.5,1.0,0.0,8,0.7000000000000004
0.3,0.1,0.4,0.5,1.0,0.0,9,0.6700000000000004
0.3,0.1,0.4,0.6,1.0,0.0,0,0.4900000000000002
0.3,0.1,0.4,0.6,1.0,0.0,1,0.5600000000000003
0.3,0.1,0.4,0.6,1.0,0.0,2,0.6600000000000004
0.3,0.1,0.4,0.6,1.0,0.0,3,0.7500000000000004
0.3,0.1,0.4,0.6,1.0,0.0,4,0.6400000000000003
0.3,0.1,0.4,0.6,1.0,0.0,5,0.7000000000000004
0.3,0.1,0.4,0.6,1.0,0.0,6,0.6500000000000004
0.3,0.1,0.4,0.6,1.0,0.0,7,0.7100000000000004
0.3,0.1,0.4,0.6,1.0,0.0,8,0.6300000000000003
0.3,0.1,0.4,0.6,1.0,0.0,9,0.5700000000000003
0.3,0.1,0.4,0.7,1.0,0.0,0,0.6200000000000003
0.3,0.1,0.4,0.7,1.0,0.0,1,0.6600000000000004
0.3,0.1,0.4,0.7,1.0,0.0,2,0.6300000000000003
0.3,0.1,0.4,0.7,1.0,0.0,3,0.6300000000000003
0.3,0.1,0.4,0.7,1.0,0.0,4,0.7400000000000004
0.3,0.1,0.4,0.7,1.0,0.0,5,0.6600000000000004
0.3,0.1,0.4,0.7,1.0,0.0,6,0.5600000000000003
0.3,0.1,0.4,0.7,1.0,0.0,7,0.6200000000000003
0.3,0.1,0.4,0.7,1.0,0.0,8,0.5500000000000003
0.3,0.1,0.4,0.7,1.0,0.0,9,0.5700000000000003
0.3,0.1,0.4,0.8,1.0,0.0,0,0.5000000000000002
0.3,0.1,0.4,0.8,1.0,0.0,1,0.6200000000000003
0.3,0.1,0.4,0.8,1.0,0.0,2,0.6000000000000003
0.3,0.1,0.4,0.8,1.0,0.0,3,0.5600000000000003
0.3,0.1,0.4,0.8,1.0,0.0,4,0.6700000000000004
0.3,0.1,0.4,0.8,1.0,0.0,5,0.5900000000000003
0.3,0.1,0.4,0.8,1.0,0.0,6,0.6500000000000004
0.3,0.1,0.4,0.8,1.0,0.0,7,0.6200000000000003
0.3,0.1,0.4,0.8,1.0,0.0,8,0.7000000000000004
0.3,0.1,0.4,0.8,1.0,0.0,9,0.6400000000000003
0.3,0.1,0.4,0.9,1.0,0.0,0,0.4800000000000002
0.3,0.1,0.4,0.9,1.0,0.0,1,0.5000000000000002
0.3,0.1,0.4,0.9,1.0,0.0,2,0.5600000000000003
0.3,0.1,0.4,0.9,1.0,0.0,3,0.3800000000000001
0.3,0.1,0.4,0.9,1.0,0.0,4,0.5600000000000003
0.3,0.1,0.4,0.9,1.0,0.0,5,0.5800000000000003
0.3,0.1,0.4,0.9,1.0,0.0,6,0.6200000000000003
0.3,0.1,0.4,0.9,1.0,0.0,7,0.4500000000000002
0.3,0.1,0.4,0.9,1.0,0.0,8,0.5800000000000003
0.3,0.1,0.4,0.9,1.0,0.0,9,0.4400000000000002
0.3,0.1,0.4,1.0,1.0,0.0,0,0.4000000000000002
0.3,0.1,0.4,1.0,1.0,0.0,1,0.4300000000000002
0.3,0.1,0.4,1.0,1.0,0.0,2,0.4500000000000002
0.3,0.1,0.4,1.0,1.0,0.0,3,0.3100000000000001
0.3,0.1,0.4,1.0,1.0,0.0,4,0.4200000000000001
0.3,0.1,0.4,1.0,1.0,0.0,5,0.4400000000000002
0.3,0.1,0.4,1.0,1.0,0.0,6,0.3600000000000001
0.3,0.1,0.4,1.0,1.0,0.0,7,0.26
0.3,0.1,0.4,1.0,1.0,0.0,8,0.3900000000000002
0.3,0.1,0.4,1.0,1.0,0.0,9,0.3300000000000001
0.3,0.1,0.5,0.0,1.0,0.0,0,0.6700000000000004
0.3,0.1,0.5,0.0,1.0,0.0,1,0.7500000000000004
0.3,0.1,0.5,0.0,1.0,0.0,2,0.8200000000000005
0.3,0.1,0.5,0.0,1.0,0.0,3,0.7200000000000004
0.3,0.1,0.5,0.0,1.0,0.0,4,0.7000000000000004
0.3,0.1,0.5,0.0,1.0,0.0,5,0.7100000000000004
0.3,0.1,0.5,0.0,1.0,0.0,6,0.6900000000000004
0.3,0.1,0.5,0.0,1.0,0.0,7,0.7000000000000004
0.3,0.1,0.5,0.0,1.0,0.0,8,0.6700000000000004
0.3,0.1,0.5,0.0,1.0,0.0,9,0.6800000000000004
0.3,0.1,0.5,0.1,1.0,0.0,0,0.7000000000000004
0.3,0.1,0.5,0.1,1.0,0.0,1,0.6500000000000004
0.3,0.1,0.5,0.1,1.0,0.0,2,0.6800000000000004
0.3,0.1,0.5,0.1,1.0,0.0,3,0.6900000000000004
0.3,0.1,0.5,0.1,1.0,0.0,4,0.7500000000000004
0.3,0.1,0.5,0.1,1.0,0.0,5,0.6800000000000004
0.3,0.1,0.5,0.1,1.0,0.0,6,0.7000000000000004
0.3,0.1,0.5,0.1,1.0,0.0,7,0.6300000000000003
0.3,0.1,0.5,0.1,1.0,0.0,8,0.7000000000000004
0.3,0.1,0.5,0.1,1.0,0.0,9,0.6900000000000004
0.3,0.1,0.5,0.2,1.0,0.0,0,0.7000000000000004
0.3,0.1,0.5,0.2,1.0,0.0,1,0.7400000000000004
0.3,0.1,0.5,0.2,1.0,0.0,2,0.7100000000000004
0.3,0.1,0.5,0.2,1.0,0.0,3,0.8100000000000005
0.3,0.1,0.5,0.2,1.0,0.0,4,0.7300000000000004
0.3,0.1,0.5,0.2,1.0,0.0,5,0.7200000000000004
0.3,0.1,0.5,0.2,1.0,0.0,6,0.6900000000000004
0.3,0.1,0.5,0.2,1.0,0.0,7,0.7600000000000005
0.3,0.1,0.5,0.2,1.0,0.0,8,0.7200000000000004
0.3,0.1,0.5,0.2,1.0,0.0,9,0.6300000000000003
0.3,0.1,0.5,0.3,1.0,0.0,0,0.6500000000000004
0.3,0.1,0.5,0.3,1.0,0.0,1,0.7700000000000005
0.3,0.1,0.5,0.3,1.0,0.0,2,0.7900000000000005
0.3,0.1,0.5,0.3,1.0,0.0,3,0.7500000000000004
0.3,0.1,0.5,0.3,1.0,0.0,4,0.6900000000000004
0.3,0.1,0.5,0.3,1.0,0.0,5,0.5800000000000003
0.3,0.1,0.5,0.3,1.0,0.0,6,0.7700000000000005
0.3,0.1,0.5,0.3,1.0,0.0,7,0.7000000000000004
0.3,0.1,0.5,0.3,1.0,0.0,8,0.6800000000000004
0.3,0.1,0.5,0.3,1.0,0.0,9,0.7300000000000004
0.3,0.1,0.5,0.4,1.0,0.0,0,0.6900000000000004
0.3,0.1,0.5,0.4,1.0,0.0,1,0.7800000000000005
0.3,0.1,0.5,0.4,1.0,0.0,2,0.7100000000000004
0.3,0.1,0.5,0.4,1.0,0.0,3,0.7200000000000004
0.3,0.1,0.5,0.4,1.0,0.0,4,0.7200000000000004
0.3,0.1,0.5,0.4,1.0,0.0,5,0.7700000000000005
0.3,0.1,0.5,0.4,1.0,0.0,6,0.6400000000000003
0.3,0.1,0.5,0.4,1.0,0.0,7,0.5800000000000003
0.3,0.1,0.5,0.4,1.0,0.0,8,0.7600000000000005
0.3,0.1,0.5,0.4,1.0,0.0,9,0.8400000000000005
0.3,0.1,0.5,0.5,1.0,0.0,0,0.7000000000000004
0.3,0.1,0.5,0.5,1.0,0.0,1,0.6400000000000003
0.3,0.1,0.5,0.5,1.0,0.0,2,0.6100000000000003
0.3,0.1,0.5,0.5,1.0,0.0,3,0.6700000000000004
0.3,0.1,0.5,0.5,1.0,0.0,4,0.6900000000000004
0.3,0.1,0.5,0.5,1.0,0.0,5,0.6900000000000004
0.3,0.1,0.5,0.5,1.0,0.0,6,0.7500000000000004
0.3,0.1,0.5,0.5,1.0,0.0,7,0.7500000000000004
0.3,0.1,0.5,0.5,1.0,0.0,8,0.7200000000000004
0.3,0.1,0.5,0.5,1.0,0.0,9,0.7400000000000004
0.3,0.1,0.5,0.6,1.0,0.0,0,0.7700000000000005
0.3,0.1,0.5,0.6,1.0,0.0,1,0.7500000000000004
0.3,0.1,0.5,0.6,1.0,0.0,2,0.6700000000000004
0.3,0.1,0.5,0.6,1.0,0.0,3,0.6100000000000003
0.3,0.1,0.5,0.6,1.0,0.0,4,0.6900000000000004
0.3,0.1,0.5,0.6,1.0,0.0,5,0.6000000000000003
0.3,0.1,0.5,0.6,1.0,0.0,6,0.6800000000000004
0.3,0.1,0.5,0.6,1.0,0.0,7,0.6500000000000004
0.3,0.1,0.5,0.6,1.0,0.0,8,0.7100000000000004
0.3,0.1,0.5,0.6,1.0,0.0,9,0.7200000000000004
0.3,0.1,0.5,0.7,1.0,0.0,0,0.7000000000000004
0.3,0.1,0.5,0.7,1.0,0.0,1,0.6700000000000004
0.3,0.1,0.5,0.7,1.0,0.0,2,0.5700000000000003
0.3,0.1,0.5,0.7,1.0,0.0,3,0.6400000000000003
0.3,0.1,0.5,0.7,1.0,0.0,4,0.6200000000000003
0.3,0.1,0.5,0.7,1.0,0.0,5,0.6000000000000003
0.3,0.1,0.5,0.7,1.0,0.0,6,0.6300000000000003
0.3,0.1,0.5,0.7,1.0,0.0,7,0.4800000000000002
0.3,0.1,0.5,0.7,1.0,0.0,8,0.5400000000000003
0.3,0.1,0.5,0.7,1.0,0.0,9,0.5600000000000003
0.3,0.1,0.5,0.8,1.0,0.0,0,0.3800000000000001
0.3,0.1,0.5,0.8,1.0,0.0,1,0.5000000000000002
0.3,0.1,0.5,0.8,1.0,0.0,2,0.5400000000000003
0.3,0.1,0.5,0.8,1.0,0.0,3,0.5000000000000002
0.3,0.1,0.5,0.8,1.0,0.0,4,0.5700000000000003
0.3,0.1,0.5,0.8,1.0,0.0,5,0.6200000000000003
0.3,0.1,0.5,0.8,1.0,0.0,6,0.6500000000000004
0.3,0.1,0.5,0.8,1.0,0.0,7,0.5000000000000002
0.3,0.1,0.5,0.8,1.0,0.0,8,0.5300000000000002
0.3,0.1,0.5,0.8,1.0,0.0,9,0.5400000000000003
0.3,0.1,0.5,0.9,1.0,0.0,0,0.4100000000000001
0.3,0.1,0.5,0.9,1.0,0.0,1,0.3500000000000001
0.3,0.1,0.5,0.9,1.0,0.0,2,0.4400000000000001
0.3,0.1,0.5,0.9,1.0,0.0,3,0.5000000000000002
0.3,0.1,0.5,0.9,1.0,0.0,4,0.3400000000000001
0.3,0.1,0.5,0.9,1.0,0.0,5,0.3900000000000002
0.3,0.1,0.5,0.9,1.0,0.0,6,0.4200000000000001
0.3,0.1,0.5,0.9,1.0,0.0,7,0.3900000000000002
0.3,0.1,0.5,0.9,1.0,0.0,8,0.6100000000000003
0.3,0.1,0.5,0.9,1.0,0.0,9,0.4300000000000001
0.3,0.1,0.5,1.0,1.0,0.0,0,0.3600000000000001
0.3,0.1,0.5,1.0,1.0,0.0,1,0.3200000000000001
0.3,0.1,0.5,1.0,1.0,0.0,2,0.3200000000000001
0.3,0.1,0.5,1.0,1.0,0.0,3,0.3100000000000001
0.3,0.1,0.5,1.0,1.0,0.0,4,0.3300000000000001
0.3,0.1,0.5,1.0,1.0,0.0,5,0.3600000000000001
0.3,0.1,0.5,1.0,1.0,0.0,6,0.4300000000000002
0.3,0.1,0.5,1.0,1.0,0.0,7,0.3700000000000001
0.3,0.1,0.5,1.0,1.0,0.0,8,0.18
0.3,0.1,0.5,1.0,1.0,0.0,9,0.22
0.3,0.1,0.6,0.0,1.0,0.0,0,0.6700000000000004
0.3,0.1,0.6,0.0,1.0,0.0,1,0.6700000000000004
0.3,0.1,0.6,0.0,1.0,0.0,2,0.6800000000000004
0.3,0.1,0.6,0.0,1.0,0.0,3,0.7300000000000004
0.3,0.1,0.6,0.0,1.0,0.0,4,0.6500000000000004
0.3,0.1,0.6,0.0,1.0,0.0,5,0.7500000000000004
0.3,0.1,0.6,0.0,1.0,0.0,6,0.6700000000000004
0.3,0.1,0.6,0.0,1.0,0.0,7,0.6600000000000004
0.3,0.1,0.6,0.0,1.0,0.0,8,0.7200000000000004
0.3,0.1,0.6,0.0,1.0,0.0,9,0.6600000000000004
0.3,0.1,0.6,0.1,1.0,0.0,0,0.7600000000000005
0.3,0.1,0.6,0.1,1.0,0.0,1,0.7400000000000004
0.3,0.1,0.6,0.1,1.0,0.0,2,0.7900000000000005
0.3,0.1,0.6,0.1,1.0,0.0,3,0.5700000000000003
0.3,0.1,0.6,0.1,1.0,0.0,4,0.6800000000000004
0.3,0.1,0.6,0.1,1.0,0.0,5,0.6800000000000004
0.3,0.1,0.6,0.1,1.0,0.0,6,0.7100000000000004
0.3,0.1,0.6,0.1,1.0,0.0,7,0.6600000000000004
0.3,0.1,0.6,0.1,1.0,0.0,8,0.7700000000000005
0.3,0.1,0.6,0.1,1.0,0.0,9,0.6400000000000003
0.3,0.1,0.6,0.2,1.0,0.0,0,0.6900000000000004
0.3,0.1,0.6,0.2,1.0,0.0,1,0.7400000000000004
0.3,0.1,0.6,0.2,1.0,0.0,2,0.6900000000000004
0.3,0.1,0.6,0.2,1.0,0.0,3,0.5500000000000003
0.3,0.1,0.6,0.2,1.0,0.0,4,0.7200000000000004
0.3,0.1,0.6,0.2,1.0,0.0,5,0.6900000000000004
0.3,0.1,0.6,0.2,1.0,0.0,6,0.6700000000000004
0.3,0.1,0.6,0.2,1.0,0.0,7,0.6600000000000004
0.3,0.1,0.6,0.2,1.0,0.0,8,0.8000000000000005
0.3,0.1,0.6,0.2,1.0,0.0,9,0.7000000000000004
0.3,0.1,0.6,0.3,1.0,0.0,0,0.7700000000000005
0.3,0.1,0.6,0.3,1.0,0.0,1,0.6400000000000003
0.3,0.1,0.6,0.3,1.0,0.0,2,0.6800000000000004
0.3,0.1,0.6,0.3,1.0,0.0,3,0.7200000000000004
0.3,0.1,0.6,0.3,1.0,0.0,4,0.6400000000000003
0.3,0.1,0.6,0.3,1.0,0.0,5,0.7100000000000004
0.3,0.1,0.6,0.3,1.0,0.0,6,0.6900000000000004
0.3,0.1,0.6,0.3,1.0,0.0,7,0.7200000000000004
0.3,0.1,0.6,0.3,1.0,0.0,8,0.7200000000000004
0.3,0.1,0.6,0.3,1.0,0.0,9,0.7700000000000005
0.3,0.1,0.6,0.4,1.0,0.0,0,0.7300000000000004
0.3,0.1,0.6,0.4,1.0,0.0,1,0.6200000000000003
0.3,0.1,0.6,0.4,1.0,0.0,2,0.7600000000000005
0.3,0.1,0.6,0.4,1.0,0.0,3,0.7700000000000005
0.3,0.1,0.6,0.4,1.0,0.0,4,0.7200000000000004
0.3,0.1,0.6,0.4,1.0,0.0,5,0.7700000000000005
0.3,0.1,0.6,0.4,1.0,0.0,6,0.7100000000000004
0.3,0.1,0.6,0.4,1.0,0.0,7,0.6400000000000003
0.3,0.1,0.6,0.4,1.0,0.0,8,0.7100000000000004
0.3,0.1,0.6,0.4,1.0,0.0,9,0.5200000000000002
0.3,0.1,0.6,0.5,1.0,0.0,0,0.6300000000000003
0.3,0.1,0.6,0.5,1.0,0.0,1,0.6500000000000004
0.3,0.1,0.6,0.5,1.0,0.0,2,0.7600000000000005
0.3,0.1,0.6,0.5,1.0,0.0,3,0.6700000000000004
0.3,0.1,0.6,0.5,1.0,0.0,4,0.6700000000000004
0.3,0.1,0.6,0.5,1.0,0.0,5,0.7000000000000004
0.3,0.1,0.6,0.5,1.0,0.0,6,0.6300000000000003
0.3,0.1,0.6,0.5,1.0,0.0,7,0.5600000000000003
0.3,0.1,0.6,0.5,1.0,0.0,8,0.6600000000000004
0.3,0.1,0.6,0.5,1.0,0.0,9,0.6500000000000004
0.3,0.1,0.6,0.6,1.0,0.0,0,0.5500000000000003
0.3,0.1,0.6,0.6,1.0,0.0,1,0.6600000000000004
0.3,0.1,0.6,0.6,1.0,0.0,2,0.5700000000000003
0.3,0.1,0.6,0.6,1.0,0.0,3,0.5200000000000002
0.3,0.1,0.6,0.6,1.0,0.0,4,0.6500000000000004
0.3,0.1,0.6,0.6,1.0,0.0,5,0.6700000000000004
0.3,0.1,0.6,0.6,1.0,0.0,6,0.7000000000000004
0.3,0.1,0.6,0.6,1.0,0.0,7,0.6000000000000003
0.3,0.1,0.6,0.6,1.0,0.0,8,0.6600000000000004
0.3,0.1,0.6,0.6,1.0,0.0,9,0.6500000000000004
0.3,0.1,0.6,0.7,1.0,0.0,0,0.5400000000000003
0.3,0.1,0.6,0.7,1.0,0.0,1,0.6100000000000003
0.3,0.1,0.6,0.7,1.0,0.0,2,0.3900000000000002
0.3,0.1,0.6,0.7,1.0,0.0,3,0.5600000000000003
0.3,0.1,0.6,0.7,1.0,0.0,4,0.6000000000000003
0.3,0.1,0.6,0.7,1.0,0.0,5,0.5400000000000003
0.3,0.1,0.6,0.7,1.0,0.0,6,0.7300000000000004
0.3,0.1,0.6,0.7,1.0,0.0,7,0.5700000000000003
0.3,0.1,0.6,0.7,1.0,0.0,8,0.6000000000000003
0.3,0.1,0.6,0.7,1.0,0.0,9,0.5400000000000003
0.3,0.1,0.6,0.8,1.0,0.0,0,0.5100000000000002
0.3,0.1,0.6,0.8,1.0,0.0,1,0.4900000000000002
0.3,0.1,0.6,0.8,1.0,0.0,2,0.5000000000000002
0.3,0.1,0.6,0.8,1.0,0.0,3,0.5000000000000002
0.3,0.1,0.6,0.8,1.0,0.0,4,0.4700000000000002
0.3,0.1,0.6,0.8,1.0,0.0,5,0.5900000000000003
0.3,0.1,0.6,0.8,1.0,0.0,6,0.4200000000000002
0.3,0.1,0.6,0.8,1.0,0.0,7,0.3800000000000001
0.3,0.1,0.6,0.8,1.0,0.0,8,0.5000000000000002
0.3,0.1,0.6,0.8,1.0,0.0,9,0.4600000000000002
0.3,0.1,0.6,0.9,1.0,0.0,0,0.4000000000000002
0.3,0.1,0.6,0.9,1.0,0.0,1,0.3900000000000002
0.3,0.1,0.6,0.9,1.0,0.0,2,0.3800000000000001
0.3,0.1,0.6,0.9,1.0,0.0,3,0.4000000000000001
0.3,0.1,0.6,0.9,1.0,0.0,4,0.3800000000000001
0.3,0.1,0.6,0.9,1.0,0.0,5,0.22
0.3,0.1,0.6,0.9,1.0,0.0,6,0.3300000000000001
0.3,0.1,0.6,0.9,1.0,0.0,7,0.4300000000000002
0.3,0.1,0.6,0.9,1.0,0.0,8,0.4500000000000002
0.3,0.1,0.6,0.9,1.0,0.0,9,0.4000000000000002
0.3,0.1,0.6,1.0,1.0,0.0,0,0.19
0.3,0.1,0.6,1.0,1.0,0.0,1,0.19
0.3,0.1,0.6,1.0,1.0,0.0,2,0.3200000000000001
0.3,0.1,0.6,1.0,1.0,0.0,3,0.2900000000000001
0.3,0.1,0.6,1.0,1.0,0.0,4,0.1299999999999999
0.3,0.1,0.6,1.0,1.0,0.0,5,0.2700000000000001
0.3,0.1,0.6,1.0,1.0,0.0,6,0.3100000000000001
0.3,0.1,0.6,1.0,1.0,0.0,7,0.24
0.3,0.1,0.6,1.0,1.0,0.0,8,0.3600000000000001
0.3,0.1,0.6,1.0,1.0,0.0,9,0.3200000000000001
0.3,0.1,0.7,0.0,1.0,0.0,0,0.8000000000000005
0.3,0.1,0.7,0.0,1.0,0.0,1,0.6900000000000004
0.3,0.1,0.7,0.0,1.0,0.0,2,0.7100000000000004
0.3,0.1,0.7,0.0,1.0,0.0,3,0.6600000000000004
0.3,0.1,0.7,0.0,1.0,0.0,4,0.7600000000000005
0.3,0.1,0.7,0.0,1.0,0.0,5,0.7900000000000005
0.3,0.1,0.7,0.0,1.0,0.0,6,0.7900000000000005
0.3,0.1,0.7,0.0,1.0,0.0,7,0.6800000000000004
0.3,0.1,0.7,0.0,1.0,0.0,8,0.7300000000000004
0.3,0.1,0.7,0.0,1.0,0.0,9,0.7000000000000004
0.3,0.1,0.7,0.1,1.0,0.0,0,0.6700000000000004
0.3,0.1,0.7,0.1,1.0,0.0,1,0.6700000000000004
0.3,0.1,0.7,0.1,1.0,0.0,2,0.6200000000000003
0.3,0.1,0.7,0.1,1.0,0.0,3,0.7400000000000004
0.3,0.1,0.7,0.1,1.0,0.0,4,0.7000000000000004
0.3,0.1,0.7,0.1,1.0,0.0,5,0.6500000000000004
0.3,0.1,0.7,0.1,1.0,0.0,6,0.7900000000000005
0.3,0.1,0.7,0.1,1.0,0.0,7,0.7600000000000005
0.3,0.1,0.7,0.1,1.0,0.0,8,0.7200000000000004
0.3,0.1,0.7,0.1,1.0,0.0,9,0.8000000000000005
0.3,0.1,0.7,0.2,1.0,0.0,0,0.7100000000000004
0.3,0.1,0.7,0.2,1.0,0.0,1,0.6600000000000004
0.3,0.1,0.7,0.2,1.0,0.0,2,0.6900000000000004
0.3,0.1,0.7,0.2,1.0,0.0,3,0.6700000000000004
